v1	I(D1)
3.351500000000351e-001	1.386484e-005
3.351600000000352e-001	1.386876e-005
3.351700000000352e-001	1.387269e-005
3.351800000000352e-001	1.387661e-005
3.351900000000352e-001	1.388054e-005
3.352000000000352e-001	1.388446e-005
3.352100000000352e-001	1.388839e-005
3.352200000000352e-001	1.389232e-005
3.352300000000352e-001	1.389625e-005
3.352400000000352e-001	1.390018e-005
3.352500000000352e-001	1.390411e-005
3.352600000000353e-001	1.390805e-005
3.352700000000353e-001	1.391198e-005
3.352800000000353e-001	1.391592e-005
3.352900000000353e-001	1.391985e-005
3.353000000000353e-001	1.392379e-005
3.353100000000353e-001	1.392773e-005
3.353200000000353e-001	1.393167e-005
3.353300000000353e-001	1.393561e-005
3.353400000000353e-001	1.393955e-005
3.353500000000353e-001	1.394350e-005
3.353600000000354e-001	1.394744e-005
3.353700000000354e-001	1.395139e-005
3.353800000000354e-001	1.395533e-005
3.353900000000354e-001	1.395928e-005
3.354000000000354e-001	1.396323e-005
3.354100000000354e-001	1.396718e-005
3.354200000000354e-001	1.397113e-005
3.354300000000354e-001	1.397508e-005
3.354400000000354e-001	1.397904e-005
3.354500000000354e-001	1.398299e-005
3.354600000000355e-001	1.398695e-005
3.354700000000355e-001	1.399090e-005
3.354800000000355e-001	1.399486e-005
3.354900000000355e-001	1.399882e-005
3.355000000000355e-001	1.400278e-005
3.355100000000355e-001	1.400674e-005
3.355200000000355e-001	1.401070e-005
3.355300000000355e-001	1.401467e-005
3.355400000000355e-001	1.401863e-005
3.355500000000355e-001	1.402260e-005
3.355600000000356e-001	1.402656e-005
3.355700000000356e-001	1.403053e-005
3.355800000000356e-001	1.403450e-005
3.355900000000356e-001	1.403847e-005
3.356000000000356e-001	1.404244e-005
3.356100000000356e-001	1.404642e-005
3.356200000000356e-001	1.405039e-005
3.356300000000356e-001	1.405436e-005
3.356400000000356e-001	1.405834e-005
3.356500000000356e-001	1.406232e-005
3.356600000000357e-001	1.406630e-005
3.356700000000357e-001	1.407027e-005
3.356800000000357e-001	1.407425e-005
3.356900000000357e-001	1.407824e-005
3.357000000000357e-001	1.408222e-005
3.357100000000357e-001	1.408620e-005
3.357200000000357e-001	1.409019e-005
3.357300000000357e-001	1.409417e-005
3.357400000000357e-001	1.409816e-005
3.357500000000357e-001	1.410215e-005
3.357600000000358e-001	1.410614e-005
3.357700000000358e-001	1.411013e-005
3.357800000000358e-001	1.411412e-005
3.357900000000358e-001	1.411811e-005
3.358000000000358e-001	1.412211e-005
3.358100000000358e-001	1.412610e-005
3.358200000000358e-001	1.413010e-005
3.358300000000358e-001	1.413409e-005
3.358400000000358e-001	1.413809e-005
3.358500000000358e-001	1.414209e-005
3.358600000000359e-001	1.414609e-005
3.358700000000359e-001	1.415009e-005
3.358800000000359e-001	1.415410e-005
3.358900000000359e-001	1.415810e-005
3.359000000000359e-001	1.416211e-005
3.359100000000359e-001	1.416611e-005
3.359200000000359e-001	1.417012e-005
3.359300000000359e-001	1.417413e-005
3.359400000000359e-001	1.417814e-005
3.359500000000359e-001	1.418215e-005
3.359600000000360e-001	1.418616e-005
3.359700000000360e-001	1.419017e-005
3.359800000000360e-001	1.419419e-005
3.359900000000360e-001	1.419820e-005
3.360000000000360e-001	1.420222e-005
3.360100000000360e-001	1.420624e-005
3.360200000000360e-001	1.421026e-005
3.360300000000360e-001	1.421428e-005
3.360400000000360e-001	1.421830e-005
3.360500000000360e-001	1.422232e-005
3.360600000000361e-001	1.422634e-005
3.360700000000361e-001	1.423037e-005
3.360800000000361e-001	1.423439e-005
3.360900000000361e-001	1.423842e-005
3.361000000000361e-001	1.424245e-005
3.361100000000361e-001	1.424648e-005
3.361200000000361e-001	1.425051e-005
3.361300000000361e-001	1.425454e-005
3.361400000000361e-001	1.425857e-005
3.361500000000361e-001	1.426260e-005
3.361600000000362e-001	1.426664e-005
3.361700000000362e-001	1.427067e-005
3.361800000000362e-001	1.427471e-005
3.361900000000362e-001	1.427875e-005
3.362000000000362e-001	1.428279e-005
3.362100000000362e-001	1.428683e-005
3.362200000000362e-001	1.429087e-005
3.362300000000362e-001	1.429491e-005
3.362400000000362e-001	1.429896e-005
3.362500000000362e-001	1.430300e-005
3.362600000000363e-001	1.430705e-005
3.362700000000363e-001	1.431109e-005
3.362800000000363e-001	1.431514e-005
3.362900000000363e-001	1.431919e-005
3.363000000000363e-001	1.432324e-005
3.363100000000363e-001	1.432730e-005
3.363200000000363e-001	1.433135e-005
3.363300000000363e-001	1.433540e-005
3.363400000000363e-001	1.433946e-005
3.363500000000363e-001	1.434351e-005
3.363600000000364e-001	1.434757e-005
3.363700000000364e-001	1.435163e-005
3.363800000000364e-001	1.435569e-005
3.363900000000364e-001	1.435975e-005
3.364000000000364e-001	1.436381e-005
3.364100000000364e-001	1.436788e-005
3.364200000000364e-001	1.437194e-005
3.364300000000364e-001	1.437601e-005
3.364400000000364e-001	1.438007e-005
3.364500000000364e-001	1.438414e-005
3.364600000000365e-001	1.438821e-005
3.364700000000365e-001	1.439228e-005
3.364800000000365e-001	1.439635e-005
3.364900000000365e-001	1.440043e-005
3.365000000000365e-001	1.440450e-005
3.365100000000365e-001	1.440857e-005
3.365200000000365e-001	1.441265e-005
3.365300000000365e-001	1.441673e-005
3.365400000000365e-001	1.442081e-005
3.365500000000365e-001	1.442488e-005
3.365600000000366e-001	1.442897e-005
3.365700000000366e-001	1.443305e-005
3.365800000000366e-001	1.443713e-005
3.365900000000366e-001	1.444121e-005
3.366000000000366e-001	1.444530e-005
3.366100000000366e-001	1.444939e-005
3.366200000000366e-001	1.445347e-005
3.366300000000366e-001	1.445756e-005
3.366400000000366e-001	1.446165e-005
3.366500000000366e-001	1.446574e-005
3.366600000000367e-001	1.446983e-005
3.366700000000367e-001	1.447393e-005
3.366800000000367e-001	1.447802e-005
3.366900000000367e-001	1.448212e-005
3.367000000000367e-001	1.448621e-005
3.367100000000367e-001	1.449031e-005
3.367200000000367e-001	1.449441e-005
3.367300000000367e-001	1.449851e-005
3.367400000000367e-001	1.450261e-005
3.367500000000367e-001	1.450672e-005
3.367600000000368e-001	1.451082e-005
3.367700000000368e-001	1.451492e-005
3.367800000000368e-001	1.451903e-005
3.367900000000368e-001	1.452314e-005
3.368000000000368e-001	1.452725e-005
3.368100000000368e-001	1.453136e-005
3.368200000000368e-001	1.453547e-005
3.368300000000368e-001	1.453958e-005
3.368400000000368e-001	1.454369e-005
3.368500000000368e-001	1.454781e-005
3.368600000000369e-001	1.455192e-005
3.368700000000369e-001	1.455604e-005
3.368800000000369e-001	1.456016e-005
3.368900000000369e-001	1.456427e-005
3.369000000000369e-001	1.456839e-005
3.369100000000369e-001	1.457252e-005
3.369200000000369e-001	1.457664e-005
3.369300000000369e-001	1.458076e-005
3.369400000000369e-001	1.458489e-005
3.369500000000369e-001	1.458901e-005
3.369600000000370e-001	1.459314e-005
3.369700000000370e-001	1.459727e-005
3.369800000000370e-001	1.460140e-005
3.369900000000370e-001	1.460553e-005
3.370000000000370e-001	1.460966e-005
3.370100000000370e-001	1.461379e-005
3.370200000000370e-001	1.461793e-005
3.370300000000370e-001	1.462206e-005
3.370400000000370e-001	1.462620e-005
3.370500000000370e-001	1.463033e-005
3.370600000000371e-001	1.463447e-005
3.370700000000371e-001	1.463861e-005
3.370800000000371e-001	1.464275e-005
3.370900000000371e-001	1.464690e-005
3.371000000000371e-001	1.465104e-005
3.371100000000371e-001	1.465518e-005
3.371200000000371e-001	1.465933e-005
3.371300000000371e-001	1.466348e-005
3.371400000000371e-001	1.466762e-005
3.371500000000371e-001	1.467177e-005
3.371600000000372e-001	1.467592e-005
3.371700000000372e-001	1.468008e-005
3.371800000000372e-001	1.468423e-005
3.371900000000372e-001	1.468838e-005
3.372000000000372e-001	1.469254e-005
3.372100000000372e-001	1.469669e-005
3.372200000000372e-001	1.470085e-005
3.372300000000372e-001	1.470501e-005
3.372400000000372e-001	1.470917e-005
3.372500000000372e-001	1.471333e-005
3.372600000000373e-001	1.471749e-005
3.372700000000373e-001	1.472166e-005
3.372800000000373e-001	1.472582e-005
3.372900000000373e-001	1.472999e-005
3.373000000000373e-001	1.473415e-005
3.373100000000373e-001	1.473832e-005
3.373200000000373e-001	1.474249e-005
3.373300000000373e-001	1.474666e-005
3.373400000000373e-001	1.475083e-005
3.373500000000373e-001	1.475501e-005
3.373600000000374e-001	1.475918e-005
3.373700000000374e-001	1.476336e-005
3.373800000000374e-001	1.476753e-005
3.373900000000374e-001	1.477171e-005
3.374000000000374e-001	1.477589e-005
3.374100000000374e-001	1.478007e-005
3.374200000000374e-001	1.478425e-005
3.374300000000374e-001	1.478843e-005
3.374400000000374e-001	1.479261e-005
3.374500000000374e-001	1.479680e-005
3.374600000000375e-001	1.480098e-005
3.374700000000375e-001	1.480517e-005
3.374800000000375e-001	1.480936e-005
3.374900000000375e-001	1.481355e-005
3.375000000000375e-001	1.481774e-005
3.375100000000375e-001	1.482193e-005
3.375200000000375e-001	1.482613e-005
3.375300000000375e-001	1.483032e-005
3.375400000000375e-001	1.483451e-005
3.375500000000375e-001	1.483871e-005
3.375600000000376e-001	1.484291e-005
3.375700000000376e-001	1.484711e-005
3.375800000000376e-001	1.485131e-005
3.375900000000376e-001	1.485551e-005
3.376000000000376e-001	1.485971e-005
3.376100000000376e-001	1.486391e-005
3.376200000000376e-001	1.486812e-005
3.376300000000376e-001	1.487232e-005
3.376400000000376e-001	1.487653e-005
3.376500000000376e-001	1.488074e-005
3.376600000000377e-001	1.488495e-005
3.376700000000377e-001	1.488916e-005
3.376800000000377e-001	1.489337e-005
3.376900000000377e-001	1.489759e-005
3.377000000000377e-001	1.490180e-005
3.377100000000377e-001	1.490602e-005
3.377200000000377e-001	1.491023e-005
3.377300000000377e-001	1.491445e-005
3.377400000000377e-001	1.491867e-005
3.377500000000377e-001	1.492289e-005
3.377600000000378e-001	1.492711e-005
3.377700000000378e-001	1.493133e-005
3.377800000000378e-001	1.493556e-005
3.377900000000378e-001	1.493978e-005
3.378000000000378e-001	1.494401e-005
3.378100000000378e-001	1.494824e-005
3.378200000000378e-001	1.495246e-005
3.378300000000378e-001	1.495669e-005
3.378400000000378e-001	1.496093e-005
3.378500000000378e-001	1.496516e-005
3.378600000000379e-001	1.496939e-005
3.378700000000379e-001	1.497363e-005
3.378800000000379e-001	1.497786e-005
3.378900000000379e-001	1.498210e-005
3.379000000000379e-001	1.498634e-005
3.379100000000379e-001	1.499058e-005
3.379200000000379e-001	1.499482e-005
3.379300000000379e-001	1.499906e-005
3.379400000000379e-001	1.500330e-005
3.379500000000379e-001	1.500755e-005
3.379600000000380e-001	1.501179e-005
3.379700000000380e-001	1.501604e-005
3.379800000000380e-001	1.502029e-005
3.379900000000380e-001	1.502454e-005
3.380000000000380e-001	1.502879e-005
3.380100000000380e-001	1.503304e-005
3.380200000000380e-001	1.503729e-005
3.380300000000380e-001	1.504154e-005
3.380400000000380e-001	1.504580e-005
3.380500000000380e-001	1.505005e-005
3.380600000000381e-001	1.505431e-005
3.380700000000381e-001	1.505857e-005
3.380800000000381e-001	1.506283e-005
3.380900000000381e-001	1.506709e-005
3.381000000000381e-001	1.507135e-005
3.381100000000381e-001	1.507562e-005
3.381200000000381e-001	1.507988e-005
3.381300000000381e-001	1.508415e-005
3.381400000000381e-001	1.508841e-005
3.381500000000381e-001	1.509268e-005
3.381600000000382e-001	1.509695e-005
3.381700000000382e-001	1.510122e-005
3.381800000000382e-001	1.510549e-005
3.381900000000382e-001	1.510977e-005
3.382000000000382e-001	1.511404e-005
3.382100000000382e-001	1.511832e-005
3.382200000000382e-001	1.512259e-005
3.382300000000382e-001	1.512687e-005
3.382400000000382e-001	1.513115e-005
3.382500000000382e-001	1.513543e-005
3.382600000000383e-001	1.513971e-005
3.382700000000383e-001	1.514400e-005
3.382800000000383e-001	1.514828e-005
3.382900000000383e-001	1.515257e-005
3.383000000000383e-001	1.515685e-005
3.383100000000383e-001	1.516114e-005
3.383200000000383e-001	1.516543e-005
3.383300000000383e-001	1.516972e-005
3.383400000000383e-001	1.517401e-005
3.383500000000383e-001	1.517830e-005
3.383600000000384e-001	1.518260e-005
3.383700000000384e-001	1.518689e-005
3.383800000000384e-001	1.519119e-005
3.383900000000384e-001	1.519548e-005
3.384000000000384e-001	1.519978e-005
3.384100000000384e-001	1.520408e-005
3.384200000000384e-001	1.520838e-005
3.384300000000384e-001	1.521269e-005
3.384400000000384e-001	1.521699e-005
3.384500000000384e-001	1.522129e-005
3.384600000000385e-001	1.522560e-005
3.384700000000385e-001	1.522991e-005
3.384800000000385e-001	1.523422e-005
3.384900000000385e-001	1.523852e-005
3.385000000000385e-001	1.524284e-005
3.385100000000385e-001	1.524715e-005
3.385200000000385e-001	1.525146e-005
3.385300000000385e-001	1.525577e-005
3.385400000000385e-001	1.526009e-005
3.385500000000385e-001	1.526441e-005
3.385600000000386e-001	1.526873e-005
3.385700000000386e-001	1.527304e-005
3.385800000000386e-001	1.527737e-005
3.385900000000386e-001	1.528169e-005
3.386000000000386e-001	1.528601e-005
3.386100000000386e-001	1.529033e-005
3.386200000000386e-001	1.529466e-005
3.386300000000386e-001	1.529899e-005
3.386400000000386e-001	1.530331e-005
3.386500000000386e-001	1.530764e-005
3.386600000000387e-001	1.531197e-005
3.386700000000387e-001	1.531631e-005
3.386800000000387e-001	1.532064e-005
3.386900000000387e-001	1.532497e-005
3.387000000000387e-001	1.532931e-005
3.387100000000387e-001	1.533364e-005
3.387200000000387e-001	1.533798e-005
3.387300000000387e-001	1.534232e-005
3.387400000000387e-001	1.534666e-005
3.387500000000387e-001	1.535100e-005
3.387600000000388e-001	1.535534e-005
3.387700000000388e-001	1.535969e-005
3.387800000000388e-001	1.536403e-005
3.387900000000388e-001	1.536838e-005
3.388000000000388e-001	1.537273e-005
3.388100000000388e-001	1.537708e-005
3.388200000000388e-001	1.538143e-005
3.388300000000388e-001	1.538578e-005
3.388400000000388e-001	1.539013e-005
3.388500000000388e-001	1.539448e-005
3.388600000000389e-001	1.539884e-005
3.388700000000389e-001	1.540319e-005
3.388800000000389e-001	1.540755e-005
3.388900000000389e-001	1.541191e-005
3.389000000000389e-001	1.541627e-005
3.389100000000389e-001	1.542063e-005
3.389200000000389e-001	1.542499e-005
3.389300000000389e-001	1.542936e-005
3.389400000000389e-001	1.543372e-005
3.389500000000389e-001	1.543809e-005
3.389600000000390e-001	1.544245e-005
3.389700000000390e-001	1.544682e-005
3.389800000000390e-001	1.545119e-005
3.389900000000390e-001	1.545556e-005
3.390000000000390e-001	1.545993e-005
3.390100000000390e-001	1.546431e-005
3.390200000000390e-001	1.546868e-005
3.390300000000390e-001	1.547306e-005
3.390400000000390e-001	1.547744e-005
3.390500000000390e-001	1.548181e-005
3.390600000000391e-001	1.548619e-005
3.390700000000391e-001	1.549057e-005
3.390800000000391e-001	1.549496e-005
3.390900000000391e-001	1.549934e-005
3.391000000000391e-001	1.550373e-005
3.391100000000391e-001	1.550811e-005
3.391200000000391e-001	1.551250e-005
3.391300000000391e-001	1.551689e-005
3.391400000000391e-001	1.552127e-005
3.391500000000391e-001	1.552567e-005
3.391600000000392e-001	1.553006e-005
3.391700000000392e-001	1.553445e-005
3.391800000000392e-001	1.553884e-005
3.391900000000392e-001	1.554324e-005
3.392000000000392e-001	1.554764e-005
3.392100000000392e-001	1.555204e-005
3.392200000000392e-001	1.555644e-005
3.392300000000392e-001	1.556084e-005
3.392400000000392e-001	1.556524e-005
3.392500000000392e-001	1.556964e-005
3.392600000000393e-001	1.557405e-005
3.392700000000393e-001	1.557845e-005
3.392800000000393e-001	1.558286e-005
3.392900000000393e-001	1.558727e-005
3.393000000000393e-001	1.559168e-005
3.393100000000393e-001	1.559609e-005
3.393200000000393e-001	1.560050e-005
3.393300000000393e-001	1.560491e-005
3.393400000000393e-001	1.560933e-005
3.393500000000393e-001	1.561374e-005
3.393600000000394e-001	1.561816e-005
3.393700000000394e-001	1.562258e-005
3.393800000000394e-001	1.562700e-005
3.393900000000394e-001	1.563142e-005
3.394000000000394e-001	1.563584e-005
3.394100000000394e-001	1.564026e-005
3.394200000000394e-001	1.564469e-005
3.394300000000394e-001	1.564911e-005
3.394400000000394e-001	1.565354e-005
3.394500000000394e-001	1.565797e-005
3.394600000000395e-001	1.566240e-005
3.394700000000395e-001	1.566683e-005
3.394800000000395e-001	1.567126e-005
3.394900000000395e-001	1.567569e-005
3.395000000000395e-001	1.568013e-005
3.395100000000395e-001	1.568456e-005
3.395200000000395e-001	1.568900e-005
3.395300000000395e-001	1.569344e-005
3.395400000000395e-001	1.569788e-005
3.395500000000395e-001	1.570232e-005
3.395600000000396e-001	1.570676e-005
3.395700000000396e-001	1.571120e-005
3.395800000000396e-001	1.571565e-005
3.395900000000396e-001	1.572009e-005
3.396000000000396e-001	1.572454e-005
3.396100000000396e-001	1.572899e-005
3.396200000000396e-001	1.573344e-005
3.396300000000396e-001	1.573789e-005
3.396400000000396e-001	1.574234e-005
3.396500000000396e-001	1.574679e-005
3.396600000000397e-001	1.575125e-005
3.396700000000397e-001	1.575570e-005
3.396800000000397e-001	1.576016e-005
3.396900000000397e-001	1.576462e-005
3.397000000000397e-001	1.576908e-005
3.397100000000397e-001	1.577354e-005
3.397200000000397e-001	1.577800e-005
3.397300000000397e-001	1.578246e-005
3.397400000000397e-001	1.578693e-005
3.397500000000397e-001	1.579139e-005
3.397600000000398e-001	1.579586e-005
3.397700000000398e-001	1.580033e-005
3.397800000000398e-001	1.580480e-005
3.397900000000398e-001	1.580927e-005
3.398000000000398e-001	1.581374e-005
3.398100000000398e-001	1.581822e-005
3.398200000000398e-001	1.582269e-005
3.398300000000398e-001	1.582717e-005
3.398400000000398e-001	1.583164e-005
3.398500000000398e-001	1.583612e-005
3.398600000000399e-001	1.584060e-005
3.398700000000399e-001	1.584508e-005
3.398800000000399e-001	1.584957e-005
3.398900000000399e-001	1.585405e-005
3.399000000000399e-001	1.585853e-005
3.399100000000399e-001	1.586302e-005
3.399200000000399e-001	1.586751e-005
3.399300000000399e-001	1.587200e-005
3.399400000000399e-001	1.587649e-005
3.399500000000399e-001	1.588098e-005
3.399600000000400e-001	1.588547e-005
3.399700000000400e-001	1.588996e-005
3.399800000000400e-001	1.589446e-005
3.399900000000400e-001	1.589896e-005
3.400000000000400e-001	1.590345e-005
3.400100000000400e-001	1.590795e-005
3.400200000000400e-001	1.591245e-005
3.400300000000400e-001	1.591695e-005
3.400400000000400e-001	1.592146e-005
3.400500000000400e-001	1.592596e-005
3.400600000000401e-001	1.593047e-005
3.400700000000401e-001	1.593497e-005
3.400800000000401e-001	1.593948e-005
3.400900000000401e-001	1.594399e-005
3.401000000000401e-001	1.594850e-005
3.401100000000401e-001	1.595301e-005
3.401200000000401e-001	1.595752e-005
3.401300000000401e-001	1.596204e-005
3.401400000000401e-001	1.596655e-005
3.401500000000401e-001	1.597107e-005
3.401600000000402e-001	1.597559e-005
3.401700000000402e-001	1.598011e-005
3.401800000000402e-001	1.598463e-005
3.401900000000402e-001	1.598915e-005
3.402000000000402e-001	1.599367e-005
3.402100000000402e-001	1.599820e-005
3.402200000000402e-001	1.600272e-005
3.402300000000402e-001	1.600725e-005
3.402400000000402e-001	1.601178e-005
3.402500000000402e-001	1.601631e-005
3.402600000000403e-001	1.602084e-005
3.402700000000403e-001	1.602537e-005
3.402800000000403e-001	1.602990e-005
3.402900000000403e-001	1.603444e-005
3.403000000000403e-001	1.603897e-005
3.403100000000403e-001	1.604351e-005
3.403200000000403e-001	1.604805e-005
3.403300000000403e-001	1.605259e-005
3.403400000000403e-001	1.605713e-005
3.403500000000403e-001	1.606167e-005
3.403600000000404e-001	1.606621e-005
3.403700000000404e-001	1.607076e-005
3.403800000000404e-001	1.607531e-005
3.403900000000404e-001	1.607985e-005
3.404000000000404e-001	1.608440e-005
3.404100000000404e-001	1.608895e-005
3.404200000000404e-001	1.609350e-005
3.404300000000404e-001	1.609806e-005
3.404400000000404e-001	1.610261e-005
3.404500000000404e-001	1.610717e-005
3.404600000000405e-001	1.611172e-005
3.404700000000405e-001	1.611628e-005
3.404800000000405e-001	1.612084e-005
3.404900000000405e-001	1.612540e-005
3.405000000000405e-001	1.612996e-005
3.405100000000405e-001	1.613452e-005
3.405200000000405e-001	1.613909e-005
3.405300000000405e-001	1.614365e-005
3.405400000000405e-001	1.614822e-005
3.405500000000405e-001	1.615279e-005
3.405600000000406e-001	1.615736e-005
3.405700000000406e-001	1.616193e-005
3.405800000000406e-001	1.616650e-005
3.405900000000406e-001	1.617107e-005
3.406000000000406e-001	1.617565e-005
3.406100000000406e-001	1.618022e-005
3.406200000000406e-001	1.618480e-005
3.406300000000406e-001	1.618938e-005
3.406400000000406e-001	1.619396e-005
3.406500000000406e-001	1.619854e-005
3.406600000000407e-001	1.620312e-005
3.406700000000407e-001	1.620770e-005
3.406800000000407e-001	1.621229e-005
3.406900000000407e-001	1.621688e-005
3.407000000000407e-001	1.622146e-005
3.407100000000407e-001	1.622605e-005
3.407200000000407e-001	1.623064e-005
3.407300000000407e-001	1.623523e-005
3.407400000000407e-001	1.623983e-005
3.407500000000407e-001	1.624442e-005
3.407600000000408e-001	1.624902e-005
3.407700000000408e-001	1.625361e-005
3.407800000000408e-001	1.625821e-005
3.407900000000408e-001	1.626281e-005
3.408000000000408e-001	1.626741e-005
3.408100000000408e-001	1.627201e-005
3.408200000000408e-001	1.627662e-005
3.408300000000408e-001	1.628122e-005
3.408400000000408e-001	1.628583e-005
3.408500000000408e-001	1.629043e-005
3.408600000000409e-001	1.629504e-005
3.408700000000409e-001	1.629965e-005
3.408800000000409e-001	1.630426e-005
3.408900000000409e-001	1.630887e-005
3.409000000000409e-001	1.631349e-005
3.409100000000409e-001	1.631810e-005
3.409200000000409e-001	1.632272e-005
3.409300000000409e-001	1.632733e-005
3.409400000000409e-001	1.633195e-005
3.409500000000409e-001	1.633657e-005
3.409600000000410e-001	1.634120e-005
3.409700000000410e-001	1.634582e-005
3.409800000000410e-001	1.635044e-005
3.409900000000410e-001	1.635507e-005
3.410000000000410e-001	1.635969e-005
3.410100000000410e-001	1.636432e-005
3.410200000000410e-001	1.636895e-005
3.410300000000410e-001	1.637358e-005
3.410400000000410e-001	1.637821e-005
3.410500000000410e-001	1.638285e-005
3.410600000000411e-001	1.638748e-005
3.410700000000411e-001	1.639212e-005
3.410800000000411e-001	1.639675e-005
3.410900000000411e-001	1.640139e-005
3.411000000000411e-001	1.640603e-005
3.411100000000411e-001	1.641067e-005
3.411200000000411e-001	1.641531e-005
3.411300000000411e-001	1.641996e-005
3.411400000000411e-001	1.642460e-005
3.411500000000411e-001	1.642925e-005
3.411600000000412e-001	1.643390e-005
3.411700000000412e-001	1.643855e-005
3.411800000000412e-001	1.644319e-005
3.411900000000412e-001	1.644785e-005
3.412000000000412e-001	1.645250e-005
3.412100000000412e-001	1.645715e-005
3.412200000000412e-001	1.646181e-005
3.412300000000412e-001	1.646647e-005
3.412400000000412e-001	1.647112e-005
3.412500000000412e-001	1.647578e-005
3.412600000000413e-001	1.648044e-005
3.412700000000413e-001	1.648511e-005
3.412800000000413e-001	1.648977e-005
3.412900000000413e-001	1.649443e-005
3.413000000000413e-001	1.649910e-005
3.413100000000413e-001	1.650377e-005
3.413200000000413e-001	1.650844e-005
3.413300000000413e-001	1.651311e-005
3.413400000000413e-001	1.651778e-005
3.413500000000413e-001	1.652245e-005
3.413600000000414e-001	1.652712e-005
3.413700000000414e-001	1.653180e-005
3.413800000000414e-001	1.653648e-005
3.413900000000414e-001	1.654115e-005
3.414000000000414e-001	1.654583e-005
3.414100000000414e-001	1.655051e-005
3.414200000000414e-001	1.655520e-005
3.414300000000414e-001	1.655988e-005
3.414400000000414e-001	1.656456e-005
3.414500000000414e-001	1.656925e-005
3.414600000000415e-001	1.657394e-005
3.414700000000415e-001	1.657862e-005
3.414800000000415e-001	1.658332e-005
3.414900000000415e-001	1.658801e-005
3.415000000000415e-001	1.659270e-005
3.415100000000415e-001	1.659739e-005
3.415200000000415e-001	1.660209e-005
3.415300000000415e-001	1.660678e-005
3.415400000000415e-001	1.661148e-005
3.415500000000415e-001	1.661618e-005
3.415600000000416e-001	1.662088e-005
3.415700000000416e-001	1.662558e-005
3.415800000000416e-001	1.663029e-005
3.415900000000416e-001	1.663499e-005
3.416000000000416e-001	1.663970e-005
3.416100000000416e-001	1.664440e-005
3.416200000000416e-001	1.664911e-005
3.416300000000416e-001	1.665382e-005
3.416400000000416e-001	1.665853e-005
3.416500000000416e-001	1.666325e-005
3.416600000000417e-001	1.666796e-005
3.416700000000417e-001	1.667267e-005
3.416800000000417e-001	1.667739e-005
3.416900000000417e-001	1.668211e-005
3.417000000000417e-001	1.668683e-005
3.417100000000417e-001	1.669155e-005
3.417200000000417e-001	1.669627e-005
3.417300000000417e-001	1.670099e-005
3.417400000000417e-001	1.670572e-005
3.417500000000417e-001	1.671044e-005
3.417600000000418e-001	1.671517e-005
3.417700000000418e-001	1.671990e-005
3.417800000000418e-001	1.672463e-005
3.417900000000418e-001	1.672936e-005
3.418000000000418e-001	1.673409e-005
3.418100000000418e-001	1.673882e-005
3.418200000000418e-001	1.674356e-005
3.418300000000418e-001	1.674830e-005
3.418400000000418e-001	1.675303e-005
3.418500000000418e-001	1.675777e-005
3.418600000000419e-001	1.676251e-005
3.418700000000419e-001	1.676726e-005
3.418800000000419e-001	1.677200e-005
3.418900000000419e-001	1.677674e-005
3.419000000000419e-001	1.678149e-005
3.419100000000419e-001	1.678624e-005
3.419200000000419e-001	1.679099e-005
3.419300000000419e-001	1.679574e-005
3.419400000000419e-001	1.680049e-005
3.419500000000419e-001	1.680524e-005
3.419600000000420e-001	1.680999e-005
3.419700000000420e-001	1.681475e-005
3.419800000000420e-001	1.681950e-005
3.419900000000420e-001	1.682426e-005
3.420000000000420e-001	1.682902e-005
3.420100000000420e-001	1.683378e-005
3.420200000000420e-001	1.683854e-005
3.420300000000420e-001	1.684331e-005
3.420400000000420e-001	1.684807e-005
3.420500000000420e-001	1.685284e-005
3.420600000000421e-001	1.685761e-005
3.420700000000421e-001	1.686237e-005
3.420800000000421e-001	1.686714e-005
3.420900000000421e-001	1.687192e-005
3.421000000000421e-001	1.687669e-005
3.421100000000421e-001	1.688146e-005
3.421200000000421e-001	1.688624e-005
3.421300000000421e-001	1.689102e-005
3.421400000000421e-001	1.689579e-005
3.421500000000421e-001	1.690057e-005
3.421600000000422e-001	1.690535e-005
3.421700000000422e-001	1.691013e-005
3.421800000000422e-001	1.691492e-005
3.421900000000422e-001	1.691970e-005
3.422000000000422e-001	1.692449e-005
3.422100000000422e-001	1.692928e-005
3.422200000000422e-001	1.693407e-005
3.422300000000422e-001	1.693886e-005
3.422400000000422e-001	1.694365e-005
3.422500000000422e-001	1.694844e-005
3.422600000000423e-001	1.695324e-005
3.422700000000423e-001	1.695803e-005
3.422800000000423e-001	1.696283e-005
3.422900000000423e-001	1.696763e-005
3.423000000000423e-001	1.697243e-005
3.423100000000423e-001	1.697723e-005
3.423200000000423e-001	1.698203e-005
3.423300000000423e-001	1.698684e-005
3.423400000000423e-001	1.699164e-005
3.423500000000423e-001	1.699645e-005
3.423600000000424e-001	1.700126e-005
3.423700000000424e-001	1.700606e-005
3.423800000000424e-001	1.701088e-005
3.423900000000424e-001	1.701569e-005
3.424000000000424e-001	1.702050e-005
3.424100000000424e-001	1.702532e-005
3.424200000000424e-001	1.703013e-005
3.424300000000424e-001	1.703495e-005
3.424400000000424e-001	1.703977e-005
3.424500000000424e-001	1.704459e-005
3.424600000000425e-001	1.704941e-005
3.424700000000425e-001	1.705423e-005
3.424800000000425e-001	1.705906e-005
3.424900000000425e-001	1.706388e-005
3.425000000000425e-001	1.706871e-005
